Respondent ID,Collector ID,Start Date,End Date,Custom Data 1,Are you currently employed?,What is the size of your current employer?,"Do you own and use a smartphone, such as Apple iPhone, Samsung Galaxie, Google phone, etc?","Overall, I am satisfied working in the organization I'm in.",This organization is a better place to work than other organizations that I've had experience with,Functions of my job that once engaged me no longer do so,I am satisfied on the professional path I am on,I perceive co-workers to be more fulfilled in their jobs than I am.,I feel depressed while at work,"If you identify as strongly agree or agree to question 9, is your depression due to factors in your personal life, professional life, or both.",I am likely to search for new opportunities of employement,"If Strongly Agree or Agree to the question above, what is your general timeline when thinking about your job search?",My time at work brings me personal satisfaction,I go above and beyond what is expected of me at work,I utilize my time at work efficiently,At times I feel fatigued and drowsy at work,"If you answered always, sometimes, or rarely to the question above, would you attribute your fatigue to any or all of the following:",At times I feel lonely,"If you answered always, sometimes, or rarely to the question above, please think about your experience with social media and click all that apply: ",X29,X30,X31,X32,X33,I find it difficult to concentrate on tasks for sustained amounts of time,I complete my tasks on time,"Compared to my peers, I feel I am less efficient at work",I receive positive feedback on the quality of my work,I feel motivated to do my job to the best of my ability,I think others have a better life than me,I feel I have depressive tendencies,"I suffer from poor sleep - either too much, too little, or irregular sleeping patterns","On a scale of 1 - 5, please rate your level of stress","If High Stress or Extremely High Stress, select all of the following symptoms that you experience",X44,X45,X46,X47,X48,X49,X50,X51,X52,I feel lonely,"On average, how many cumulative hours per day do you spend on your mobile device?",Social Media usage makes me feel less lonely,"People check their phones multiple times a day. During your 8 hour workday, please estimate the total time spent on your mobile device on tasks unrelated to work?","Apart from sleep, please estimate in total the number of hours you consciously choose NOT to use your smartphone. For example, personal care time, exercise, prayer/meditation, at work, cooking/eating, etc",I feel a constant need to check my smartphone,I want to limit my smartphone usage,"In general, how much do you feel your smartphone is a distraction while you are trying to concentrate?",My day-to-day smartphone usage enhances the quality of my life,When thinking about days off work (not related to vacation or the care of others) please estimate the number of days missed due to your health and wellness issues?,What is your gender?,What is the highest level of school you have completed or the highest degree you have received?,"In what year were you born? (enter 4-digit birth year; for example, 1976)",About how long have you been in your current position?,X67,Age,Gender,Household Income,Region,Device Type,Org_satisfaction,Better_org,still_engaged,professional_path_sat,coworkers_happier,Depressed_while_at_work,searching_new_employment,personal_satisfaction,go_above,use_time_efficient,fatigued,lonely,difficult_to_concentrate,efficiency_compared_to_peers,positive_feedback,motivated,other_better_lives,depressive_tendencies,bad_sleep,social_media_makes_lonely,feel_constant_need_to_look_at_phone,is_phone_distracting,phone_better_life,phone_at_work_time,stress_level,mobile_per_day,consciously_no_phone,house_income_midpoint
10788612473,237187931,06/10/2019 04:02:18 PM,06/10/2019 04:08:16 PM,183feb7a4375aecaa2a2a67d94,Yes,100 people or less,Yes,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Does not apply,Neither agree nor disagree,Considering 6 months or beyond,Strongly agree,Strongly agree,Strongly agree,Sometimes,Diet,Rarely,NA,NA,Sometimes both,NA,NA,NA,Agree,Usually,Agree,Neither agree nor disagree,Agree,Strongly agree,Rarely,Always,High Stress,Headache,Nausea,Backache,Loss of sleep,Feelings of anxiety,Stomache Issues,Changes in appetite,Lack of focus,NA,NA,Sometimes,0-1 Hour,Strongly disagree,1-2 Hours,5 + Hours,Disagree,"Actually, I need to learn to use it more",Never,Disagree,7-12,Female,Some college but no degree,1991,2,1,18-29,Female,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet,5,5,5,4,3,2,3,5,5,5,3,3,4,4,3,4,5,2,4,1,2,1,2,1,3,0,5,37500
10788609623,237187931,06/10/2019 04:01:04 PM,06/10/2019 04:04:39 PM,4c1180cf5da50c1229ed4932c3,Yes,100-500,Yes,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Does not apply,Disagree,Does not apply,Strongly agree,Agree,Disagree,Always,Health,Rarely,Social media and texting help me feel more connected and less lonely,NA,NA,NA,NA,NA,Neither agree nor disagree,Usually,Agree,Agree,Strongly agree,Neither agree nor disagree,Rarely,Sometimes,Moderate Stress,Headache,NA,NA,NA,Feelings of anxiety,Stomache Issues,NA,Lack of focus,NA,NA,Rarely,3-4 Hours,Neither agree nor disagree,0-1 Hour,2-3 Hours,Neither agree nor disagree,Yes - I use it too much,Sometimes,Neither agree nor disagree,5-7,Female,Graduate degree,1986,8,NA,30-44,Female,"$100,000-$124,999",Middle Atlantic,Android Phone / Tablet,4,3,2,3,2,2,2,5,4,2,4,2,3,4,4,5,3,2,3,3,3,3,3,0,2,3,2,112500
10788602439,237187931,06/10/2019 03:57:33 PM,06/10/2019 04:07:43 PM,4e75d3152a56b575137298044a,Yes,5000 +,Yes,Agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Strongly disagree,Does not apply,Agree,Actively looking,Neither agree nor disagree,Agree,Agree,Sometimes,Lack of body movement while at work,Sometimes,NA,NA,Sometimes both,NA,NA,NA,Strongly disagree,Always,Disagree,Agree,Agree,Disagree,Rarely,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Sometimes,2-3 Hours,Disagree,0-1 Hour,1-2 Hours,Agree,Yes - I use it too much,Sometimes,Disagree,1-3,Female,Some college but no degree,1988,1,2,30-44,Female,"$50,000-$74,999",West North Central,iOS Phone / Tablet,4,4,1,3,4,1,4,3,4,4,3,3,1,2,4,4,2,2,3,2,4,3,2,0,2,2,1,62500
10788602173,237187931,06/10/2019 03:57:39 PM,06/10/2019 03:58:23 PM,3df6d2b370b5e5f69a2896f80e,Yes,Don't know,Yes,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Unsure,Agree,Considering within next 6 months,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10788601351,237187931,06/10/2019 03:57:06 PM,06/10/2019 04:09:29 PM,40b86716e01f1f00003cf51c4d,Yes,500-1000,Yes,Disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Does not apply,Strongly agree,Actively looking,Strongly agree,Strongly agree,Strongly agree,Sometimes,Stress,Sometimes,NA,NA,NA,Never,NA,NA,Disagree,Usually,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Moderate Stress,NA,NA,NA,Loss of sleep,Feelings of anxiety,NA,NA,Lack of focus,NA,NA,Sometimes,1-2 Hours,Disagree,0-1 Hour,5 + Hours,Agree,Yes - I use it too much,Sometimes,Neither agree nor disagree,1-3,Male,"High school degree or equivalent (e.g., GED)",1961,9,NA,45-60,Male,"$150,000-$174,999",New England,Windows Desktop / Laptop,2,3,5,1,1,3,5,5,5,5,3,3,2,3,1,1,1,3,3,2,4,3,3,0,2,1,5,162500
10788595935,237187931,06/10/2019 03:54:35 PM,06/10/2019 03:59:24 PM,276d5ab96f6fa7a3dd06813527,Yes,100-500,Yes,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Work Life,Agree,Considering within next 6 months,Agree,Disagree,Agree,Sometimes,Lack of body movement while at work,Always,Social media and texting help me feel more connected and less lonely,NA,NA,NA,NA,NA,Disagree,Usually,Agree,Agree,Agree,Agree,Always,Always,Moderate Stress,Headache,NA,NA,NA,Feelings of anxiety,NA,NA,NA,NA,NA,Sometimes,1-2 Hours,Agree,0-1 Hour,2-3 Hours,Disagree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Agree,1-3,Female,Some college but no degree,1994,4,7,18-29,Female,"$25,000-$49,999",West North Central,iOS Phone / Tablet,4,4,5,2,2,4,4,4,2,4,3,3,2,4,4,4,4,4,4,4,2,3,4,0,2,1,2,37500
10788595877,237187931,06/10/2019 03:54:40 PM,06/10/2019 03:59:23 PM,ddceff41306eac3dcc2194ce82,Yes,100 people or less,Yes,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Does not apply,Disagree,Does not apply,Neither agree nor disagree,Strongly agree,Strongly agree,Sometimes,Stress,Rarely,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Disagree,Always,Disagree,Strongly agree,Agree,Strongly agree,Sometimes,Rarely,High Stress,Headache,Nausea,Backache,NA,Feelings of anxiety,Stomache Issues,Changes in appetite,NA,NA,NA,Rarely,0-1 Hour,Disagree,0-1 Hour,5 + Hours,Strongly disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Neither agree nor disagree,1-3,Female,Bachelor degree,1973,6,2,45-60,Female,"$75,000-$99,999",Pacific,Windows Desktop / Laptop,4,4,4,3,3,4,2,3,5,5,3,2,2,2,5,4,5,3,2,2,1,1,3,0,3,0,5,87500
10788595808,237187931,06/10/2019 03:54:41 PM,06/10/2019 04:38:25 PM,279b4f26456943d1d095b8dae1,Yes,100 people or less,Yes,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Does not apply,Neither agree nor disagree,Does not apply,Strongly agree,Strongly agree,Strongly agree,Rarely,Unsure / Do not know,Does not apply,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Neither agree nor disagree,Sometimes,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Don't know / Unsure,Rarely,Unsure / Do Not Know,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Never,5+ Hours,Neither agree nor disagree,0-1 Hour,3-4 Hours,Disagree,"Actually, I need to learn to use it more",Sometimes,Neither agree nor disagree,12 +,Choose not to identify,Some college but no degree,1976,2,6,30-44,Male,"$10,000-$24,999",East North Central,iOS Phone / Tablet,5,5,3,5,3,1,3,5,5,5,2,1,3,3,5,5,3,NA,2,3,2,3,3,0,NA,5,3,17500
10788595162,237187931,06/10/2019 03:53:57 PM,06/10/2019 04:04:34 PM,54a89b5f2a5dbef627f4cf4ddc,Yes,100-500,Yes,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Both,Agree,Considering within next 6 months,Neither agree nor disagree,Strongly agree,Strongly agree,Always,Lack of breaks,Rarely,Social media and texting help me feel more connected and less lonely,NA,NA,NA,NA,NA,Neither agree nor disagree,Always,Strongly disagree,Strongly agree,Strongly agree,Agree,Sometimes,NA,Moderate Stress,Headache,Nausea,Backache,NA,NA,Stomache Issues,Changes in appetite,Lack of focus,NA,NA,Sometimes,4-5 Hours,Strongly agree,3-4 Hours,0-1 Hour,Strongly agree,No - the amount of time I spend on my smartphone is appropriate,Never,Strongly agree,1-3,Male,Associate degree,1974,10,2,30-44,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet,4,4,4,4,3,4,4,3,5,5,4,3,3,1,5,5,4,3,NA,5,5,1,5,3,2,4,0,37500
10788593882,237187931,06/10/2019 03:53:33 PM,06/10/2019 04:07:43 PM,b4209f03395ca3798ba85b69d1,Yes,1000-5000,Yes,Agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Does not apply,Strongly disagree,Does not apply,Strongly agree,Strongly agree,Strongly agree,Always,Stress,Sometimes,NA,NA,Sometimes both,NA,NA,NA,Strongly agree,Usually,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Sometimes,Always,Extremely High Stress,Headache,Nausea,Backache,Loss of sleep,Feelings of anxiety,Stomache Issues,Changes in appetite,Lack of focus,NA,NA,Sometimes,5+ Hours,Disagree,0-1 Hour,1-2 Hours,Strongly agree,Yes - I use it too much,Sometimes,Neither agree nor disagree,7-12,Female,Associate degree,1987,2,NA,30-44,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet,4,5,2,5,1,3,1,5,5,5,4,3,5,2,3,3,4,3,4,2,5,3,3,0,4,5,1,37500
10788592236,237187931,06/10/2019 03:52:59 PM,06/10/2019 03:57:10 PM,2c0c7eb70e1a7dbc7e7f0b9398,Yes,100-500,Yes,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,NA,Agree,Considering 6 months or beyond,Disagree,Agree,Neither agree nor disagree,Sometimes,Stress,Rarely,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Neither agree nor disagree,Usually,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Rarely,Always,Moderate Stress,NA,NA,NA,Loss of sleep,Feelings of anxiety,Stomache Issues,NA,Lack of focus,NA,NA,Rarely,3-4 Hours,Neither agree nor disagree,1-2 Hours,3-4 Hours,Agree,Yes - I use it too much,Always,Disagree,3-5,Male,Bachelor degree,1977,10,NA,30-44,Male,"$125,000-$149,999",East South Central,Android Phone / Tablet,2,3,3,2,2,3,4,2,4,3,3,2,3,3,5,3,3,2,4,3,4,4,2,1,2,3,3,137500
10788587019,237187931,06/10/2019 03:50:41 PM,06/10/2019 03:54:28 PM,650cb3bf33eb89ab3b49f31d17,Yes,100 people or less,Yes,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Does not apply,Strongly disagree,Does not apply,Strongly agree,Agree,Agree,Sometimes,Lack of body movement while at work,Rarely,Social media and texting help me feel more connected and less lonely,NA,NA,NA,NA,NA,Disagree,Usually,Disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Little Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely,2-3 Hours,Disagree,0-1 Hour,4-5 Hours,Disagree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Strongly agree,1-3,Female,Graduate degree,1985,0,9,30-44,Female,"$175,000-$199,999",West South Central,iOS Phone / Tablet,5,5,2,5,2,2,1,5,4,4,3,2,2,2,4,4,2,3,3,2,2,3,5,0,1,2,4,187500
10788586614,237187931,06/10/2019 03:17:19 PM,06/10/2019 03:56:40 PM,243ccaf57fdc57d43c1f9e2f2f,Yes,100 people or less,Yes,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Both,Agree,Considering within next 6 months,Agree,Agree,Neither agree nor disagree,Sometimes,Stress,Rarely,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Neither agree nor disagree,Usually,Strongly disagree,Agree,Strongly agree,Neither agree nor disagree,Don't know / Unsure,Always,High Stress,NA,NA,Backache,Loss of sleep,Feelings of anxiety,NA,NA,NA,NA,NA,Rarely,1-2 Hours,Disagree,0-1 Hour,0-1 Hour,Neither agree nor disagree,Don't know / Not sure,Sometimes,Neither agree nor disagree,0,Male,Bachelor degree,1986,5,0,30-44,Male,"$75,000-$99,999",East North Central,Windows Desktop / Laptop,3,4,4,4,4,4,4,4,4,3,3,2,3,1,4,5,3,NA,4,2,3,3,3,0,3,1,0,87500
10788586550,237187931,06/10/2019 03:50:30 PM,06/10/2019 03:54:02 PM,40d1169a6f36c85a1be04a9176,Yes,100-500,Yes,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Does not apply,Disagree,Does not apply,Disagree,Agree,Agree,Sometimes,Diet,Rarely,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Disagree,Always,Disagree,Strongly agree,Agree,Disagree,Never,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Never,1-2 Hours,Disagree,0-1 Hour,5 + Hours,Disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Neither agree nor disagree,1-3,Female,Some college but no degree,1962,1,4,45-60,Female,"$125,000-$149,999",West North Central,Windows Desktop / Laptop,4,4,4,3,2,2,2,2,4,4,3,1,2,2,5,4,2,1,3,2,2,1,3,0,2,1,5,137500
10788583037,237187931,06/10/2019 03:48:51 PM,06/10/2019 03:52:47 PM,380ac72ab58f60d405602ccff2,Yes,5000 +,Yes,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Both,Neither agree nor disagree,Considering 6 months or beyond,Agree,Agree,Agree,Sometimes,Stress,Sometimes,NA,Social media and texting make me feel as if I am disconnected from others around me resulting in a feeling of loneliness.,Sometimes both,NA,NA,NA,Agree,Usually,Strongly agree,Agree,Strongly agree,Strongly agree,Always,Sometimes,High Stress,Headache,NA,Backache,NA,Feelings of anxiety,Stomache Issues,NA,Lack of focus,NA,NA,Sometimes,3-4 Hours,Disagree,1-2 Hours,3-4 Hours,Agree,Yes - I use it too much,Sometimes,Disagree,0,Female,Associate degree,1986,2,9,30-44,Female,"$75,000-$99,999",Mountain,Android Phone / Tablet,4,4,2,4,3,3,3,4,4,4,3,3,4,5,4,5,5,4,3,2,4,3,2,1,3,3,3,87500
10788582906,237187931,06/10/2019 03:48:32 PM,06/10/2019 03:55:22 PM,070e1e416b615a423c7b6fb794,Yes,100 people or less,Yes,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Does not apply,Strongly disagree,Does not apply,Agree,Strongly agree,Strongly agree,Sometimes,Diet,Rarely,NA,NA,Sometimes both,NA,NA,NA,Disagree,Usually,Disagree,Agree,Strongly agree,Neither agree nor disagree,Rarely,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely,1-2 Hours,Agree,0-1 Hour,5 + Hours,Disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Agree,1-3,Female,Some college but no degree,1987,4,6,30-44,Female,"$100,000-$124,999",West North Central,Windows Desktop / Laptop,5,5,4,4,2,1,1,4,5,5,3,2,2,2,4,5,3,2,3,4,2,1,4,0,2,1,5,112500
10788580966,237187931,06/10/2019 03:47:50 PM,06/10/2019 03:54:28 PM,64ab4ff704c7609a32d4a3e9d7,Yes,5000 +,Yes,Strongly agree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,NA,Disagree,NA,Neither agree nor disagree,Agree,Agree,Sometimes,Sleep,Never,NA,NA,NA,NA,NA,NA,Strongly disagree,Usually,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Never,Rarely,Little Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never,3-4 Hours,Neither agree nor disagree,5 + Hours,5 + Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Neither agree nor disagree,1-3,Male,Some college but no degree,1963,20,6,45-60,Male,"$50,000-$74,999",West South Central,Windows Desktop / Laptop,5,5,2,4,3,1,2,3,4,4,3,1,1,1,5,5,3,1,2,3,3,1,3,5,1,3,5,62500
10788574998,237187931,06/10/2019 03:45:22 PM,06/10/2019 03:55:43 PM,63ec6c6b0becf6a3336c8d37b2,Yes,500-1000,Yes,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree,Strongly disagree,Does not apply,Strongly disagree,Does not apply,Agree,Agree,Neither agree nor disagree,Sometimes,Lack of body movement while at work,Does not apply,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Disagree,Usually,Disagree,Agree,Agree,Disagree,Never,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Never,3-4 Hours,Neither agree nor disagree,0-1 Hour,4-5 Hours,Disagree,Don't know / Not sure,Sometimes,Agree,0,Male,Associate degree,1961,1,3,45-60,Male,"$75,000-$99,999",East North Central,MacOS Desktop / Laptop,5,5,3,5,2,1,1,4,4,3,3,1,2,2,4,4,2,1,3,3,2,3,4,0,2,3,4,87500
10788574934,237187931,06/10/2019 03:43:50 PM,06/10/2019 03:45:33 PM,b4c7d64325dcb5ef391e925ba8,Yes,100 people or less,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,> 60,Female,"$25,000-$49,999",East North Central,Windows Desktop / Laptop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500
10788571997,237187931,06/10/2019 03:44:04 PM,06/10/2019 04:03:41 PM,55c793aa63857d2a729c106a86,Yes,100 people or less,Yes,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Does not apply,Neither agree nor disagree,Does not apply,Neither agree nor disagree,Agree,Agree,Sometimes,Sleep,Rarely,Social media and texting help me feel more connected and less lonely,NA,NA,NA,NA,NA,Disagree,Usually,Agree,Agree,Strongly agree,Disagree,Rarely,Sometimes,Unsure / Do Not Know,Headache,Nausea,NA,Loss of sleep,Feelings of anxiety,Stomache Issues,Changes in appetite,NA,NA,NA,Rarely,3-4 Hours,Agree,0-1 Hour,0-1 Hour,Agree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Strongly agree,1-3,Female,Bachelor degree,1983,6,8,30-44,Female,Prefer not to answer,Pacific,Windows Desktop / Laptop,4,4,3,3,3,2,3,3,4,4,3,2,2,4,4,5,2,2,3,4,4,3,5,0,NA,3,0,NA
10788571620,237187931,06/10/2019 03:43:46 PM,06/10/2019 03:50:31 PM,c647ab9212102fd009a4039730,Yes,1000-5000,Yes,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Does not apply,Neither agree nor disagree,Does not apply,Neither agree nor disagree,Neither agree nor disagree,Agree,Rarely,Sleep,Sometimes,NA,NA,Sometimes both,NA,NA,NA,Disagree,Always,Disagree,Strongly agree,Agree,Neither agree nor disagree,Sometimes,Sometimes,Little Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,3-4 Hours,Disagree,1-2 Hours,1-2 Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Agree,1-3,Female,Bachelor degree,1990,2,0,18-29,Female,"$125,000-$149,999",West South Central,MacOS Desktop / Laptop,4,4,3,3,2,2,3,3,3,4,2,3,2,2,5,4,3,3,3,2,3,1,4,1,1,3,1,137500
10788562765,237187931,06/10/2019 03:39:52 PM,06/10/2019 03:44:54 PM,b61578a1224ca106c912327d6a,Yes,5000 +,Yes,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Both,Strongly agree,Considering within next 6 months,Disagree,Disagree,Strongly disagree,Always,Unsure / Do not know,Always,NA,Social media and texting make me feel as if I am disconnected from others around me resulting in a feeling of loneliness.,NA,NA,NA,NA,Strongly agree,Sometimes,Strongly agree,Agree,Disagree,Neither agree nor disagree,Always,Always,Little Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always,2-3 Hours,Neither agree nor disagree,0-1 Hour,1-2 Hours,Disagree,Yes - I use it too much,Sometimes,Neither agree nor disagree,5-7,Male,Associate degree,1996,1,NA,18-29,Male,"$10,000-$24,999",South Atlantic,Windows Desktop / Laptop,2,4,4,1,4,5,5,2,2,1,4,4,5,5,4,2,3,4,4,3,2,3,3,0,1,2,1,17500
10788562687,237187931,06/10/2019 03:39:39 PM,06/10/2019 03:54:21 PM,ce944ca74c2106b7be88ae5936,Yes,100 people or less,Yes,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Both,Neither agree nor disagree,Do not know,Neither agree nor disagree,Strongly agree,Agree,Rarely,Stress,Sometimes,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Neither agree nor disagree,Usually,Strongly disagree,Neither agree nor disagree,Agree,Agree,Always,Always,Moderate Stress,NA,Nausea,NA,Loss of sleep,Feelings of anxiety,NA,Changes in appetite,NA,NA,NA,Sometimes,4-5 Hours,Neither agree nor disagree,3-4 Hours,1-2 Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Unsure,Neither agree nor disagree,3-5,Female,"High school degree or equivalent (e.g., GED)",1976,7,NA,30-44,Female,"$10,000-$24,999",East North Central,iOS Phone / Tablet,3,3,4,5,3,3,3,3,5,4,2,3,3,1,3,4,4,4,4,3,3,NA,3,3,2,4,1,17500
10788559371,237187931,06/10/2019 03:38:11 PM,06/10/2019 03:43:17 PM,1a91430a55e830558e81ace3cf,Yes,1000-5000,Yes,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Work Life,Strongly agree,Actively looking,Disagree,Neither agree nor disagree,Neither agree nor disagree,Rarely,Lack of body movement while at work,Sometimes,NA,NA,Sometimes both,NA,NA,NA,Strongly agree,Always,Disagree,Strongly agree,Disagree,Disagree,Rarely,Rarely,Moderate Stress,NA,NA,NA,NA,Feelings of anxiety,NA,NA,Lack of focus,NA,NA,Sometimes,1-2 Hours,Neither agree nor disagree,0-1 Hour,3-4 Hours,Strongly disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Neither agree nor disagree,1-3,Female,Graduate degree,1981,2,4,30-44,Female,Prefer not to answer,West South Central,Windows Desktop / Laptop,3,5,4,3,3,5,5,2,3,3,2,3,5,2,5,2,2,2,2,3,1,1,3,0,2,1,3,NA
10788554604,237187931,06/10/2019 03:36:19 PM,06/10/2019 03:40:02 PM,c8bcd775b820293426247a61ca,Yes,5000 +,Yes,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Both,Strongly agree,Do not know,Strongly disagree,Strongly agree,Strongly agree,Sometimes,Lack of breaks,Sometimes,NA,NA,NA,Never,NA,NA,Disagree,Always,Disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Rarely,Rarely,Moderate Stress,Headache,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely,0-1 Hour,Strongly disagree,0-1 Hour,1-2 Hours,Strongly disagree,"Actually, I need to learn to use it more",Never,Neither agree nor disagree,1-3,Female,Associate degree,1962,31,6,45-60,Female,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop,3,3,4,2,2,4,5,1,5,5,3,2,2,2,1,3,5,2,2,1,1,1,3,0,2,0,1,62500
10788546478,237187931,06/10/2019 03:32:52 PM,06/10/2019 03:37:34 PM,9e8386ce10631086cbad51005e,Yes,1000-5000,Yes,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Both,Agree,Considering within next 6 months,Neither agree nor disagree,Agree,Agree,Rarely,Unsure / Do not know,Rarely,NA,NA,Sometimes both,NA,NA,NA,Neither agree nor disagree,Always,Strongly disagree,Agree,Disagree,Disagree,Always,Always,High Stress,Headache,NA,Backache,Loss of sleep,Feelings of anxiety,NA,NA,Lack of focus,Other,NA,Rarely,4-5 Hours,Neither agree nor disagree,0-1 Hour,0-1 Hour,Agree,Yes - I use it too much,Sometimes,Neither agree nor disagree,5-7,Female,Graduate degree,1975,17,NA,30-44,Female,"$50,000-$74,999",Middle Atlantic,iOS Phone / Tablet,3,4,4,2,3,4,4,3,4,4,2,2,3,1,4,2,2,4,4,3,4,3,3,0,3,4,0,62500
